Assemblage_Name	193055-0-2	4-0-2468844	4-5894208-2	3-4-7441019	1-2-1	7573080-0-2	4-6626345-2	4-0-684341	1-2-613100	278555-0-2	1-4115641-1	3-4-4	7302410-2-1	4-0-2	4-5209052-2	0-3-4	1-2-3363485	1-2-5389097
assemblage-406-358	0	0	0	0	276	0	0	9	0	0	0	0	0	212	0	0	0	3
assemblage-478-349	0	0	0	0	229	0	0	0	0	0	0	0	0	269	0	0	0	2
assemblage-294-127	0	0	0	0	71	0	0	0	0	12	0	65	0	242	0	108	0	2
assemblage-894-551	0	0	0	0	0	0	0	0	0	0	0	491	0	0	0	0	0	9
assemblage-185-590	0	0	0	0	286	0	0	92	0	0	0	0	0	122	0	0	0	0
assemblage-708-462	0	0	0	0	237	0	0	110	0	0	0	0	0	147	0	0	0	6
assemblage-371-811	0	0	0	0	381	0	0	31	0	0	0	0	0	86	0	0	0	2
assemblage-960-692	0	0	0	0	59	0	0	0	0	0	0	0	0	348	0	86	0	7
assemblage-619-655	0	0	0	0	58	0	0	0	0	0	0	26	0	322	0	79	0	15
assemblage-884-412	0	0	0	0	7	0	0	0	0	0	0	9	0	455	0	28	0	1
assemblage-934-1004	0	0	0	0	88	0	0	0	0	0	0	126	0	264	0	22	0	0
assemblage-713-915	0	0	5	0	233	0	0	0	0	0	0	0	0	258	0	0	0	4
assemblage-820-982	12	0	0	0	89	0	0	0	0	0	0	0	0	372	0	26	0	1
assemblage-980-351	0	0	0	0	142	0	0	0	0	0	0	0	0	351	0	0	0	7
assemblage-457-134	0	0	0	0	29	0	0	0	0	39	0	8	0	335	0	89	0	0
assemblage-341-212	0	0	5	0	173	0	0	0	0	0	0	0	0	316	0	0	0	6
