Assemblage_Name	1901942-4-4	7174518-898066-1585783	5809005-8232416-1	2-1050633-1260624	3-1689781-1	7174518-4-1585783	7703504-6504860-4	7981547-8956213-4	890270-4-4	2-4309479-5456624	1720455-3382816-4	1443008-4-4	2-0-1260624	5106072-4309479-1260624	7567976-2972621-4	2-4-3052034	3-4-1	0-4-3	7703504-4-8188929	4262678-4-4	2-4-4956714	9746584-4-4	2-1969537-3886178	7981547-27490-4	2-0-3	7981547-4682671-4	5809005-4-1	2-4309479-3581729	5650251-4-4	4498086-2972621-4	2-4-5452246	7981547-316535-4	7174518-4-2633618	7981547-4-4577470	2-3118117-4	2-4309479-811356	7981547-4786165-4	7981547-1154347-4	7174518-4-7718383	1146360-4309479-9921352	7703504-6151950-4	2-4309479-1260624	2-1969537-1260624	4557470-4-4	9874171-4309479-1260624	5574325-9439685-116304	2-0-7503522	2-0-116304	1-4-4	1-4-8935626	2-4244968-116304	2-3269959-116304	7174518-4-9060503	2-7333686-4	2-8874776-3052034	2-0-4614421	2-1016146-1260624	3439669-4-4	5574325-0-116304	2997925-4-4	4-0-0	2-4-253782	7981547-2972621-4	6286698-4-4	7981547-4-4	2-4-4	1610178-4-4	3445248-4309479-1260624	4-0-3909012	1610178-4225550-4	7981547-316535-5789983	4154028-4-1585783	2-2043341-1260624	915656-4-4	7703504-4-4	2-4309479-4252958	2-1969537-2626849	9384067-4-4	7503348-4-4
assemblage-597-671	2	0	0	0	0	17	0	0	0	0	0	0	9	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	92	0	0	10	0	0	0	0	0	0	40	0	0	0	0	0	117	140	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-460-153	0	0	0	0	0	9	0	0	0	0	0	0	8	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	9	125	0	0	10	0	0	0	0	0	0	29	0	0	0	0	0	98	142	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-684-472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	110	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	54	5	0	31	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	16	29	0	0	0	0	0	0	9	0	109	0	0	5	14
assemblage-689-477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	5	125	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	56	11	0	19	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	24	12	0	0	0	0	0	0	3	0	99	0	0	7	8
assemblage-308-566	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	53	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	69	160	47	0	0	0	0	0	11	0	49	0	0	0	11
assemblage-471-340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	336	0	0	0	0	0	0	0	29	0	0	0	0	2	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-922-687	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	12	191	0	0	0	0	0	0	0	0	0	14	0	0	2
assemblage-910-1006	0	0	0	0	0	21	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	42	38	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	137	147	0	0	0	0	0	0	0	0	0	0	0	0	23
assemblage-774-471	0	0	0	0	0	43	0	30	0	0	0	0	21	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	64	79	0	0	0	0	0	0	0	0	14	0	0	0	7
assemblage-239-868	0	0	0	0	0	6	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	14	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	73	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	143	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-543-757	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	167	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-615-216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	9	80	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	79	0	18	9	68	0	0	0	0	0	0	0	28	0	0	0	10
assemblage-352-230	0	28	0	0	0	5	0	10	0	0	15	0	0	0	0	7	0	0	9	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	37	113	13	0	0	0	0	0	0	0	160	0	0	0	3
assemblage-614-458	0	0	0	0	0	18	0	0	0	0	0	0	47	0	0	0	14	0	0	0	0	0	0	0	0	0	134	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	93	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-614-459	0	0	0	0	0	100	0	0	0	0	0	0	29	0	0	0	17	18	0	0	0	0	0	0	0	0	9	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	206	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-598-655	0	0	0	0	0	9	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	0	130	0	0	0	0	0	0	48	0	0	5	0	0	0	0	0	0	73	0	0	0	0	0	17	153	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-336-223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	76	0	0	0	0	0	0	0	0	61	0	0	0	16
assemblage-787-982	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	60	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	129	0	0	0	0	0	0	0	0	7	0	0	0	22
assemblage-637-842	0	0	0	0	0	68	0	20	0	0	0	0	18	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	7	0	0	0	0	0	0	0	47	0	0	0	15
assemblage-912-277	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	72	0	0	0	0	0	0	0	0	0	13	0	0	26
assemblage-167-585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	59	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	13	10	51	57	19	19	0	0	0	0	26	0	14	0	0	0	14
assemblage-605-243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	52	130	0	0	0	0	0	0	0	0	4	0	30	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	41	18	16	0	0	0	0	0	0	0	110	0	0	0	13
assemblage-498-521	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	174	0	0	0	0	0	0	0	0	0	0	0	0	20
assemblage-594-235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	39	154	0	0	0	0	0	0	0	0	6	0	22	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	27	39	18	0	0	0	0	0	0	0	115	0	0	0	15
assemblage-694-256	0	0	0	0	0	0	30	0	0	0	0	36	0	0	83	0	0	0	0	8	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	8	0	0	29	15	0	0	0	0	0	0	0	78	0	0	0	9
assemblage-160-161	0	0	0	0	0	18	0	0	0	0	0	0	42	0	0	0	12	0	0	0	0	0	0	0	0	0	111	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	85	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-904-260	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	63	0	0	0	0	0	0	0	0	0	15	0	0	32
assemblage-206-182	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	16	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	18
assemblage-396-352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	7	39	5	0	0	0	0	0	27	0	79	0	0	0	26
assemblage-178-601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	13	187	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	38	52	0	0	0	0	0	0	9	0	60	0	0	0	16
assemblage-165-927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	11	0	0	7	0	0	135	0	119	0	0	0	0	0	0	125	0	0	0	10
assemblage-712-891	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	28	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	133	71	0	0	0	0	0	0	0	0	56	0	0	0	7
assemblage-635-856	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	71	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	67	0	0	0	0	0	0	0	0	0	17	0	0	24
assemblage-412-358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	54	113	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	36	25	17	0	0	0	0	0	0	0	131	0	0	0	17
assemblage-319-550	0	0	0	0	0	6	0	15	0	0	0	0	15	13	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	167	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	20
assemblage-259-333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	83	0	0	0	0	0	0	0	0	71	0	0	0	20
assemblage-520-558	0	0	0	0	0	0	0	0	0	0	0	1	0	0	97	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	71	0	5	48	5	17	0	0	0	0	0	0	32	0	0	0	21
assemblage-160-196	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	20
assemblage-359-264	0	0	9	0	0	0	0	0	0	0	0	0	88	0	0	0	0	23	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	13	96	8	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	58	141	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-520-549	0	0	0	0	0	0	4	0	0	0	0	20	0	0	90	0	0	0	0	16	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	10	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	22	0	0	60	7	23	0	0	0	0	0	0	96	0	0	0	27
assemblage-242-242	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	15	0	0	71	0	0	0	13	311	0	0	27	0	0	0	0	0	0	0	0	0	6
assemblage-929-680	7	0	0	0	0	44	0	0	0	0	0	0	26	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	126	0	0	0	0	0	0	0	11	0	0	0	0	20
assemblage-943-691	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	6	153	0	0	0	0	0	0	0	0	0	7	0	0	2
assemblage-305-132	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	10	0	0	0	0	0	0	0	0	8	0	0	0	0	0	32	39	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	129	159	0	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-526-916	0	0	0	0	0	34	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	34	30	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	147	116	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-358-789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	15	0	0	10	0	0	123	0	92	0	0	0	0	0	0	135	0	0	0	10
assemblage-611-217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	17	173	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	33	55	0	0	0	0	0	0	8	0	68	0	0	0	19
assemblage-670-392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	9	91	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	74	0	18	3	52	0	0	0	0	0	0	0	29	0	0	0	9
assemblage-907-527	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	28	94	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-358-786	0	0	0	0	0	0	0	0	0	0	0	11	0	0	132	0	0	0	0	22	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	22	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	7	0	0	54	14	9	0	0	0	0	0	0	114	0	0	0	22
assemblage-742-872	0	0	4	0	0	0	0	0	0	0	0	0	107	0	0	0	0	20	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	46	139	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-627-458	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	22
assemblage-545-737	0	0	0	0	0	6	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	15	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	124	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-606-238	0	0	0	0	0	0	0	0	11	0	0	0	0	0	49	0	0	0	0	6	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	72	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	66	32	20	0	0	0	0	0	12	0	17	0	3	0	4
assemblage-195-187	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	8
assemblage-171-608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	8	122	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	44	5	0	15	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	17	13	0	0	0	0	0	0	8	0	127	0	0	0	6
assemblage-466-351	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	330	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-687-910	0	29	0	0	0	13	0	12	0	0	9	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	26	109	0	0	0	0	0	0	0	0	194	0	0	0	19
assemblage-209-176	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	16
assemblage-281-541	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	123	0	0	0	0	0	0	0	0	5	0	0	0	31
assemblage-762-878	0	0	0	0	0	110	0	0	0	0	0	0	33	0	0	0	12	24	0	0	0	0	0	0	0	0	12	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	211	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-181-190	0	0	3	0	0	0	0	0	0	0	0	0	112	0	0	0	0	17	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	6	112	8	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	57	132	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-168-953	0	0	0	0	0	0	16	0	0	0	0	29	0	0	77	0	0	0	0	8	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	6	0	0	30	15	0	0	0	0	0	0	0	69	0	0	0	13
assemblage-990-345	0	4	0	0	0	0	0	6	0	0	0	0	0	0	0	45	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	137	50	0	0	0	0	0	0	0	0	54	0	0	0	5
assemblage-549-750	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	96	0	0	7	0	0	0	0	0	0	31	0	0	0	0	0	129	142	0	0	0	0	0	0	0	0	0	0	0	0	29
assemblage-480-335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	337	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
assemblage-535-559	0	0	0	0	0	0	0	0	0	0	0	12	0	0	162	0	0	0	0	31	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	11	0	58	0	0	17	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	15	0	0	66	10	2	0	0	0	0	0	0	72	0	0	0	12
assemblage-183-166	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
assemblage-176-599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	8	78	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	69	0	28	9	43	0	0	0	0	0	0	0	20	0	0	0	12
assemblage-924-289	0	0	0	0	0	7	0	32	0	0	0	0	21	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	157	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-235-847	0	0	0	0	0	14	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	15	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	55	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	141	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-298-582	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	86	137	48	0	0	0	0	0	10	0	51	0	0	0	12
assemblage-172-188	0	0	0	0	0	17	0	0	0	0	0	0	32	0	0	0	12	0	0	0	0	0	0	0	0	0	149	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	76	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-299-556	0	0	0	0	0	7	0	14	0	0	0	0	25	8	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	165	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	5	205	0	0	0	0	0	0	0	0	0	0	0	0	22
assemblage-809-471	0	0	0	0	0	34	0	0	0	0	0	0	7	0	0	30	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	30	184	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-183-592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	17	180	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	37	57	0	0	0	0	0	0	12	0	83	0	0	0	19
assemblage-870-401	0	0	0	0	0	43	0	0	0	0	0	0	22	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	15	130	0	0	0	0	0	0	0	6	0	0	0	0	10
assemblage-299-553	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	89	129	64	0	0	0	0	0	10	0	39	0	0	0	19
assemblage-267-236	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	19	0	0	87	0	0	0	14	305	0	0	23	0	0	0	0	0	0	0	0	0	11
